1,0,0,0,24,1,5,0,1,0
0,0,23,21,24,0,5,1,0,0
20,0,0,23,29,23,0,0,1,0
19,0,0,23,29,22,0,0,1,0
18,0,0,23,29,21,0,0,1,0
17,0,0,23,29,20,0,0,1,0
17,0,0,23,29,20,0,0,1,0
17,0,0,23,29,20,0,0,1,0
16,0,0,23,29,19,0,0,1,0
16,0,0,23,29,19,0,0,1,0
16,0,0,23,29,19,0,0,1,0
16,0,0,23,29,19,0,0,1,0
15,0,0,23,29,18,0,0,1,0
15,0,0,23,29,18,0,0,1,0
15,0,0,23,29,18,0,0,1,0
15,0,0,23,29,18,0,0,1,0
15,0,0,23,29,18,0,0,1,0
14,0,0,23,29,17,0,0,1,0
14,0,0,23,29,17,0,0,1,0
14,0,0,23,29,17,0,0,1,0
14,0,0,23,29,17,0,0,1,0
13,0,0,23,29,16,0,0,1,0
13,0,0,23,29,16,0,0,1,0
13,0,0,23,29,16,0,0,1,0
13,0,0,23,29,16,0,0,1,0
13,0,0,23,29,16,0,0,1,0
12,0,0,23,29,15,0,0,1,0
12,0,0,23,29,15,0,0,1,0
12,0,0,23,29,15,0,0,1,0
12,0,0,23,29,15,0,0,1,0
11,0,0,23,29,14,0,0,1,0
11,0,0,23,29,14,0,0,1,0
11,0,0,23,29,14,0,0,1,0
11,0,0,23,29,14,0,0,1,0
11,0,0,23,29,14,0,0,1,0
10,0,0,23,29,13,0,0,1,0
10,0,0,23,29,13,0,0,1,0
10,0,0,23,29,13,0,0,1,0
10,0,0,23,29,13,0,0,1,0
9,0,0,23,29,12,0,0,1,0
9,0,0,23,29,12,0,0,1,0
9,0,0,23,29,12,0,0,1,0
9,0,0,23,29,12,0,0,1,0
9,0,0,23,29,12,0,0,1,0
8,0,0,23,29,11,0,0,1,0
7,0,0,23,29,10,0,0,1,0
7,0,0,23,29,10,0,0,1,0
6,0,0,23,29,9,0,0,1,0
5,0,0,23,29,8,0,0,1,0
4,0,0,23,29,7,0,0,1,0
3,0,0,23,29,6,0,0,1,0
2,0,0,23,29,5,0,0,1,0
1,0,0,23,29,4,0,0,1,0
0,0,0,23,29,3,0,1,0,0
22,0,0,0,26,28,3,0,1,0
21,0,0,0,26,27,3,0,1,0
20,0,0,0,26,26,3,0,1,0
19,0,0,0,26,25,3,0,1,0
18,0,0,0,26,24,3,0,1,0
17,0,0,0,26,23,3,0,1,0
16,0,0,0,26,22,3,0,1,0
15,0,0,0,26,21,3,0,1,0
14,0,0,0,26,20,3,0,1,0
14,0,0,0,26,20,3,0,1,0
13,0,0,0,26,19,3,0,1,0
12,0,0,0,26,18,3,0,1,0
11,0,0,0,26,17,3,0,1,0
10,0,0,0,26,16,3,0,1,0
9,0,0,0,26,15,3,0,1,0
8,0,0,0,26,14,3,0,1,0
7,0,0,0,26,13,3,0,1,0
6,0,0,0,26,12,3,0,1,0
5,0,0,0,26,11,3,0,1,0
4,0,0,0,26,10,3,0,1,0
3,0,0,0,26,9,3,0,1,0
2,0,0,0,26,8,3,0,1,0
1,0,0,0,26,7,3,0,1,0
0,0,9,7,26,6,3,1,0,0
6,0,0,9,23,25,6,0,1,0
5,0,0,9,23,24,6,0,1,0
4,0,0,9,23,23,6,0,1,0
3,0,0,9,23,22,6,0,1,0
2,0,0,9,23,21,6,0,1,0
1,0,0,9,23,20,6,0,1,0
0,0,0,9,23,19,6,1,0,0
8,0,0,0,6,22,19,0,1,0
7,0,0,0,10,21,19,0,1,0
6,0,0,0,10,20,19,0,1,0
5,0,0,0,10,19,19,0,1,0
4,0,0,0,10,18,19,0,1,0
3,0,0,0,10,17,19,0,1,0
2,0,0,0,10,16,19,0,1,0
1,0,0,0,10,15,19,0,1,0
0,10,2,0,10,14,19,0,0,1
9,2,0,0,14,18,15,0,1,0
8,2,0,0,14,17,15,0,1,0
7,2,0,0,14,16,15,0,1,0
6,2,0,0,14,15,15,0,1,0
5,2,0,0,14,14,15,0,1,0
4,2,0,0,14,13,15,0,1,0
3,2,0,0,14,12,15,0,1,0
2,2,0,0,14,11,15,0,1,0
1,2,0,0,14,10,15,0,1,0
0,2,0,0,14,9,15,0,0,1
1,0,0,0,9,14,20,0,1,0
3,16,0,0,9,13,20,0,1,0
2,16,0,0,9,12,20,0,1,0
1,16,0,0,9,11,20,0,1,0
0,16,0,0,9,10,20,0,0,1
15,0,0,0,10,19,4,0,1,0
14,0,0,0,10,18,4,0,1,0
13,0,0,0,10,17,19,0,1,0
12,0,0,0,10,16,19,0,1,0
11,0,0,0,10,15,19,0,1,0
10,0,0,0,10,14,19,0,1,0
9,0,0,0,10,13,19,0,1,0
8,0,0,0,10,12,19,0,1,0
7,0,0,0,10,11,19,0,1,0
6,0,0,0,10,10,19,0,1,0
5,0,0,0,10,9,19,0,1,0
4,0,0,0,10,8,19,0,1,0
3,0,0,0,10,7,19,0,1,0
2,0,0,0,10,6,19,0,1,0
1,0,0,0,10,5,19,0,1,0
0,9,4,0,10,4,19,0,0,1
8,4,0,0,4,18,25,0,1,0
7,4,0,0,4,17,25,0,1,0
6,4,0,0,4,16,25,0,1,0
5,4,0,0,4,15,25,0,1,0
4,4,0,0,4,14,25,0,1,0
3,4,0,0,4,13,25,0,1,0
2,4,0,0,4,12,25,0,1,0
1,4,0,0,4,11,25,0,1,0
0,4,0,0,4,10,25,0,0,1
3,0,0,0,10,24,19,0,1,0
2,0,0,0,10,23,19,0,1,0
1,0,0,0,10,22,19,0,1,0
5,0,0,1,10,21,19,0,1,0
4,0,0,1,10,20,19,0,1,0
3,0,0,1,10,19,19,0,1,0
2,0,0,1,10,18,19,0,1,0
1,0,0,1,10,17,19,0,1,0
0,0,0,1,10,16,19,1,0,0
0,0,11,1,13,9,16,0,0,1
0,11,2,0,9,15,20,0,0,1
10,2,0,0,15,19,0,0,1,0
9,2,0,0,15,18,14,0,1,0
8,2,0,0,15,17,14,0,1,0
7,2,0,0,15,16,14,0,1,0
6,2,0,0,15,15,14,0,1,0
5,2,0,0,15,14,14,0,1,0
4,2,0,0,15,13,14,0,1,0
3,2,0,0,15,12,14,0,1,0
2,2,0,0,15,11,14,0,1,0
1,2,0,0,15,10,14,0,1,0
0,2,0,0,15,9,14,0,0,1
1,0,0,0,9,13,20,0,1,0
0,17,12,0,9,12,20,0,0,1
16,12,0,0,12,19,1,0,1,0
15,12,0,0,12,18,1,0,1,0
14,12,0,0,12,17,1,0,1,0
13,12,0,0,12,16,17,0,1,0
12,12,0,0,12,15,17,0,1,0
11,12,0,0,12,14,17,0,1,0
10,12,0,0,12,13,17,0,1,0
9,12,0,0,12,12,17,0,1,0
8,12,0,0,12,11,17,0,1,0
7,12,0,0,12,10,17,0,1,0
6,12,0,0,12,9,17,0,1,0
6,12,0,0,12,9,17,0,1,0
5,12,0,0,12,8,17,0,1,0
4,12,0,0,12,7,17,0,1,0
4,12,0,0,12,7,17,0,1,0
3,12,0,0,12,6,17,0,1,0
2,12,0,0,12,5,17,0,1,0
1,12,0,0,12,4,17,0,1,0
0,12,0,0,12,3,17,0,0,1
11,0,0,0,3,16,26,0,1,0
10,0,0,0,3,15,26,0,1,0
9,0,0,0,3,14,26,0,1,0
8,0,0,0,3,13,26,0,1,0
7,0,0,0,3,12,26,0,1,0
6,0,0,0,3,11,26,0,1,0
5,0,0,0,3,10,26,0,1,0
4,0,0,0,3,9,26,0,1,0
3,0,0,0,3,8,26,0,1,0
2,0,0,0,3,7,26,0,1,0
1,0,0,0,3,6,26,0,1,0
0,25,8,0,3,5,26,0,0,1
24,8,0,0,5,25,24,0,1,0
23,8,0,0,5,24,24,0,1,0
22,8,0,0,5,23,24,0,1,0
21,8,0,0,5,22,24,0,1,0
21,8,0,0,5,22,24,0,1,0
20,8,0,0,5,21,24,0,1,0
20,8,0,0,5,21,24,0,1,0
20,8,0,0,5,21,24,0,1,0
20,8,0,0,5,21,24,0,1,0
20,8,0,0,5,21,24,0,1,0
19,8,0,0,5,20,24,0,1,0
19,8,0,0,5,20,24,0,1,0
19,8,0,0,5,20,24,0,1,0
19,8,0,0,5,20,24,0,1,0
19,8,0,0,5,20,24,0,1,0
18,8,0,0,5,19,24,0,1,0
18,8,0,0,5,19,24,0,1,0
18,8,0,0,5,19,24,0,1,0
18,8,0,0,5,19,24,0,1,0
17,8,0,0,5,18,24,0,1,0
17,8,0,0,5,18,24,0,1,0
17,8,0,0,5,18,24,0,1,0
17,8,0,0,5,18,24,0,1,0
17,8,0,0,5,18,24,0,1,0
16,8,0,0,5,17,24,0,1,0
16,8,0,0,5,17,24,0,1,0
16,8,0,0,5,17,24,0,1,0
16,8,0,0,5,17,24,0,1,0
15,8,0,0,5,16,24,0,1,0
15,8,0,0,5,16,24,0,1,0
15,8,0,0,5,16,24,0,1,0
15,8,0,0,5,16,24,0,1,0
15,8,0,0,5,16,24,0,1,0
14,8,0,0,5,15,24,0,1,0
14,8,0,0,5,15,24,0,1,0
14,8,0,0,5,15,24,0,1,0
14,8,0,0,5,15,24,0,1,0
13,8,0,0,5,14,24,0,1,0
13,8,0,0,5,14,24,0,1,0
13,8,0,0,5,14,24,0,1,0
13,8,0,0,5,14,24,0,1,0
13,8,0,0,5,14,24,0,1,0
12,8,0,0,5,13,24,0,1,0
12,8,0,0,5,13,24,0,1,0
12,8,0,0,5,13,24,0,1,0
12,8,0,0,5,13,24,0,1,0
11,8,0,0,5,12,24,0,1,0
11,8,0,0,5,12,24,0,1,0
11,8,0,0,5,12,24,0,1,0
11,8,0,0,5,12,24,0,1,0
11,8,0,0,5,12,24,0,1,0
10,8,0,0,5,11,24,0,1,0
10,8,0,0,5,11,24,0,1,0
10,8,0,0,5,11,24,0,1,0
10,8,0,0,5,11,24,0,1,0
10,8,0,0,5,11,24,0,1,0
9,8,0,0,5,10,24,0,1,0
9,8,0,0,5,10,24,0,1,0
9,8,0,0,5,10,24,0,1,0
9,8,0,0,5,10,24,0,1,0
8,8,0,0,5,9,24,0,1,0
8,8,0,0,5,9,24,0,1,0
8,8,0,0,5,9,24,0,1,0
8,8,0,0,5,9,24,0,1,0
8,8,0,0,5,9,24,0,1,0
7,8,0,0,5,8,24,0,1,0
7,8,0,0,5,8,24,0,1,0
7,8,0,0,5,8,24,0,1,0
7,8,0,0,5,8,24,0,1,0
6,8,0,0,5,7,24,0,1,0
6,8,0,0,5,7,24,0,1,0
6,8,0,0,5,7,24,0,1,0
6,8,0,0,5,7,24,0,1,0
6,8,0,0,5,7,24,0,1,0
5,8,0,0,5,6,24,0,1,0
5,8,0,0,5,6,24,0,1,0
5,8,0,0,5,6,24,0,1,0
5,8,0,0,5,6,24,0,1,0
4,8,0,0,5,5,24,0,1,0
4,8,0,0,5,5,24,0,1,0
4,8,0,0,5,5,24,0,1,0
4,8,0,0,5,5,24,0,1,0
4,8,0,0,5,5,24,0,1,0
3,8,0,0,5,4,24,0,1,0
3,8,0,0,5,4,24,0,1,0
3,8,0,0,5,4,24,0,1,0
3,8,0,0,5,4,24,0,1,0
2,8,0,0,5,3,24,0,1,0
1,8,0,0,5,2,24,0,1,0
0,8,0,0,5,1,24,0,0,1
7,0,0,0,1,23,28,0,1,0
6,0,0,0,1,22,28,0,1,0
5,0,0,0,1,21,28,0,1,0
4,0,0,0,1,20,28,0,1,0
4,0,0,0,1,20,28,0,1,0
3,0,0,0,1,19,28,0,1,0
2,0,0,0,1,18,28,0,1,0
1,0,0,0,1,17,28,0,1,0
5,4,0,0,1,16,28,0,1,0
4,4,0,0,1,15,28,0,1,0
3,4,0,0,1,14,28,0,1,0
2,4,0,0,1,13,28,0,1,0
1,4,0,0,1,12,28,0,1,0
0,4,0,0,1,11,28,0,0,1
3,0,0,0,11,27,18,0,1,0
2,0,0,0,11,26,18,0,1,0
1,0,0,0,11,25,18,0,1,0
2,13,0,0,11,24,18,0,1,0
1,13,0,0,11,23,18,0,1,0
0,13,0,0,11,22,18,0,0,1
12,0,0,0,22,17,5,0,1,0
12,0,0,0,22,17,5,0,1,0
11,0,0,0,22,16,7,0,1,0
10,0,0,0,22,15,7,0,1,0
9,0,0,0,22,14,7,0,1,0
8,0,0,0,22,13,7,0,1,0
7,0,0,0,22,12,7,0,1,0
6,0,0,0,22,11,7,0,1,0
5,0,0,0,22,10,7,0,1,0
4,0,0,0,22,9,7,0,1,0
3,0,0,0,22,8,7,0,1,0
2,0,0,0,22,7,7,0,1,0
1,0,0,0,22,6,7,0,1,0
1,0,0,3,22,5,7,1,0,0
2,1,0,0,24,21,5,0,1,0
1,1,0,0,24,20,5,0,1,0
0,1,0,0,24,19,5,0,0,1
0,0,4,16,19,4,10,1,0,0
15,0,0,4,25,18,4,0,1,0
14,0,0,4,25,17,4,0,1,0
13,0,0,4,25,16,4,0,1,0
12,0,0,4,25,15,4,0,1,0
11,0,0,4,25,14,4,0,1,0
10,0,0,4,25,13,4,0,1,0
9,0,0,4,25,12,4,0,1,0
8,0,0,4,25,11,4,0,1,0
7,0,0,4,25,10,4,0,1,0
6,0,0,4,25,9,4,0,1,0
5,0,0,4,25,8,4,0,1,0
4,0,0,4,25,7,4,0,1,0
3,0,0,4,25,6,4,0,1,0
2,0,0,4,25,5,4,0,1,0
1,0,0,4,25,4,4,0,1,0
0,0,0,4,25,3,4,1,0,0
3,0,0,0,26,24,3,0,1,0
2,0,0,0,26,23,3,0,1,0
2,0,0,0,26,23,3,0,1,0
1,0,0,0,26,22,3,0,1,0
0,0,1,11,26,21,3,1,0,0
10,0,0,1,3,25,21,0,1,0
9,0,0,1,3,24,21,0,1,0
8,0,0,1,8,23,21,0,1,0
7,0,0,1,8,22,21,0,1,0
6,0,0,1,8,21,21,0,1,0
5,0,0,1,8,20,21,0,1,0
4,0,0,1,8,19,21,0,1,0
3,0,0,1,8,18,21,0,1,0
2,0,0,1,8,17,21,0,1,0
1,0,0,1,8,16,21,0,1,0
0,0,0,1,8,15,21,1,0,0
7,10,0,0,14,7,15,0,1,0
6,10,0,0,14,6,15,0,1,0
5,10,0,0,14,5,15,0,1,0
4,10,0,0,14,4,15,0,1,0
3,10,0,0,14,3,15,0,1,0
2,10,0,0,14,2,15,0,1,0
1,10,0,0,14,1,15,0,1,0
0,10,0,0,14,0,15,0,0,1
9,0,0,0,0,14,29,0,1,0
8,0,0,0,0,13,29,0,1,0
7,0,0,0,0,12,29,0,1,0
6,0,0,0,0,11,29,0,1,0
5,0,0,0,0,10,29,0,1,0
4,0,0,0,0,9,29,0,1,0
3,0,0,0,0,8,29,0,1,0
2,0,0,0,0,7,29,0,1,0
1,0,0,0,0,6,29,0,1,0
0,24,22,0,0,5,29,0,0,1
23,22,0,0,5,28,24,0,1,0
22,22,0,0,5,27,24,0,1,0
21,22,0,0,5,26,24,0,1,0
20,22,0,0,5,25,24,0,1,0
19,22,0,0,5,24,24,0,1,0
18,22,0,0,5,23,24,0,1,0
17,22,0,0,5,22,24,0,1,0
16,22,0,0,5,21,24,0,1,0
15,22,0,0,5,20,24,0,1,0
14,22,0,0,5,19,24,0,1,0
13,22,0,0,5,18,24,0,1,0
12,22,0,0,5,17,24,0,1,0
11,22,0,0,5,16,24,0,1,0
10,22,0,0,5,15,24,0,1,0
9,22,0,0,5,14,24,0,1,0
8,22,0,0,5,13,24,0,1,0
7,22,0,0,5,12,24,0,1,0
6,22,0,0,5,11,24,0,1,0
5,22,0,0,5,10,24,0,1,0
4,22,0,0,5,9,24,0,1,0
3,22,0,0,5,8,24,0,1,0
2,22,0,0,5,7,24,0,1,0
1,22,0,0,5,6,24,0,1,0
0,22,0,0,5,5,24,0,0,1
21,0,0,0,5,23,24,0,1,0
20,0,0,0,5,22,24,0,1,0
19,0,0,0,5,21,24,0,1,0
18,0,0,0,5,20,24,0,1,0
17,0,0,0,5,19,24,0,1,0
16,0,0,0,5,18,24,0,1,0
15,0,0,0,5,17,24,0,1,0
14,0,0,0,5,16,24,0,1,0
13,0,0,0,5,15,24,0,1,0
12,0,0,0,5,14,24,0,1,0
11,0,0,0,5,13,24,0,1,0
10,0,0,0,5,12,24,0,1,0
9,0,0,0,5,11,24,0,1,0
8,0,0,0,5,10,24,0,1,0
8,0,0,0,5,10,24,0,1,0
7,0,0,0,5,9,24,0,1,0
6,0,0,0,5,8,24,0,1,0
5,0,0,0,5,7,24,0,1,0
5,0,0,0,5,7,24,0,1,0
4,0,0,0,5,6,24,0,1,0
3,0,0,0,5,5,24,0,1,0
2,0,0,0,5,4,24,0,1,0
1,0,0,0,5,3,24,0,1,0
1,8,0,0,5,2,24,0,1,0
0,8,0,0,5,1,24,0,0,1
7,0,0,0,1,23,28,0,1,0
6,0,0,0,1,22,28,0,1,0
5,0,0,0,1,21,28,0,1,0
4,0,0,0,1,20,28,0,1,0
3,0,0,0,1,19,28,0,1,0
2,0,0,0,1,18,28,0,1,0
1,0,0,0,1,17,28,0,1,0
0,0,10,1,1,16,28,0,1,0
0,0,11,1,1,15,28,1,0,0
0,0,0,11,14,0,15,1,0,0
10,0,0,0,0,13,0,0,1,0
9,0,0,0,0,12,0,0,1,0
8,0,0,0,0,11,0,0,1,0
7,0,0,0,0,10,0,0,1,0
6,0,0,0,29,9,0,0,1,0
5,0,0,0,29,8,0,0,1,0
4,0,0,0,29,7,0,0,1,0
3,0,0,0,29,6,0,0,1,0
2,0,0,0,29,5,0,0,1,0
1,0,0,0,29,4,0,0,1,0
0,0,21,29,29,3,0,1,0,0
28,0,0,21,26,28,3,0,1,0
27,0,0,21,26,27,3,0,1,0
26,0,0,21,26,26,3,0,1,0
25,0,0,21,26,25,3,0,1,0
24,0,0,21,26,24,3,0,1,0
23,0,0,21,26,23,3,0,1,0
22,0,0,21,26,22,3,0,1,0
21,0,0,21,26,21,3,0,1,0
20,0,0,21,26,20,3,0,1,0
19,0,0,21,26,19,3,0,1,0
18,0,0,21,26,18,3,0,1,0
17,0,0,21,26,17,3,0,1,0
16,0,0,21,26,16,3,0,1,0
15,0,0,21,26,15,3,0,1,0
14,0,0,21,26,14,3,0,1,0
13,0,0,21,26,13,3,0,1,0
12,0,0,21,26,12,3,0,1,0
11,0,0,21,26,11,3,0,1,0
10,0,0,21,26,10,3,0,1,0
9,0,0,21,26,9,3,0,1,0
8,0,0,21,26,8,3,0,1,0
7,0,0,21,26,7,3,0,1,0
6,0,0,21,26,6,3,0,1,0
5,0,0,21,26,5,3,0,1,0
4,0,0,21,26,4,3,0,1,0
3,0,0,21,26,3,3,0,1,0
2,0,0,21,26,2,3,0,1,0
1,0,0,21,26,1,3,0,1,0
0,0,0,21,26,0,3,1,0,0
20,0,0,0,29,25,0,0,1,0
19,0,0,0,29,24,0,0,1,0
18,0,0,0,29,23,0,0,1,0
17,0,0,0,29,22,0,0,1,0
16,0,0,0,29,21,0,0,1,0
15,0,0,0,29,20,0,0,1,0
14,0,0,0,29,19,0,0,1,0
13,0,0,0,29,18,0,0,1,0
12,0,0,0,29,17,0,0,1,0
11,0,0,0,29,16,0,0,1,0
10,0,0,0,29,15,0,0,1,0
9,0,0,0,29,14,0,0,1,0
8,0,0,0,29,13,0,0,1,0
7,0,0,0,29,12,0,0,1,0
6,0,0,0,29,11,0,0,1,0
5,0,0,0,29,10,0,0,1,0
4,0,0,0,29,9,0,0,1,0
3,0,0,0,29,8,0,0,1,0
2,0,0,0,29,7,0,0,1,0
1,0,0,0,29,6,0,0,1,0
0,0,1,17,29,5,0,1,0,0
16,0,0,1,24,28,5,0,1,0
15,0,0,1,24,27,5,0,1,0
14,0,0,1,24,26,5,0,1,0
13,0,0,1,24,25,5,0,1,0
12,0,0,1,24,24,5,0,1,0
11,0,0,1,24,23,5,0,1,0
10,0,0,1,24,22,5,0,1,0
9,0,0,1,24,21,5,0,1,0
8,0,0,1,24,20,5,0,1,0
7,0,0,1,24,19,5,0,1,0
6,0,0,1,24,18,5,0,1,0
5,0,0,1,24,17,5,0,1,0
4,0,0,1,24,16,5,0,1,0
3,0,0,1,24,15,5,0,1,0
2,0,0,1,24,14,5,0,1,0
1,0,0,1,24,13,5,0,1,0
0,0,0,1,24,12,5,1,0,0
3,0,0,1,17,23,12,0,1,0
2,0,0,1,17,22,12,0,1,0
1,0,0,1,17,21,12,0,1,0
0,0,0,1,17,20,12,1,0,0
1,4,0,0,3,16,20,0,1,0
0,4,0,0,3,15,20,0,0,1
3,0,0,0,15,19,14,0,1,0
2,0,0,0,15,18,14,0,1,0
1,0,0,0,15,17,14,0,1,0
14,0,0,14,15,16,14,0,1,0
13,0,0,14,15,15,14,0,1,0
12,0,0,14,15,14,14,0,1,0
11,0,0,14,15,13,14,0,1,0
10,0,0,14,15,12,14,0,1,0
9,0,0,14,15,11,14,0,1,0
8,0,0,14,15,10,14,0,1,0
7,0,0,14,15,9,14,0,1,0
6,0,0,14,15,8,14,0,1,0
5,0,0,14,15,7,14,0,1,0
4,0,0,14,15,6,14,0,1,0
3,0,0,14,15,5,14,0,1,0
2,0,0,14,15,4,14,0,1,0
1,0,0,14,15,3,14,0,1,0
0,0,0,14,15,2,14,1,0,0
13,0,0,0,27,14,2,0,1,0
12,0,0,0,27,13,2,0,1,0
11,0,0,0,27,12,2,0,1,0
10,0,0,0,27,11,2,0,1,0
9,0,0,0,27,10,2,0,1,0
9,0,0,0,27,10,2,0,1,0
8,0,0,0,27,9,2,0,1,0
7,0,0,0,27,8,2,0,1,0
6,0,0,0,27,7,2,0,1,0
5,0,0,0,27,6,2,0,1,0
4,0,0,0,27,5,2,0,1,0
3,0,0,0,27,4,2,0,1,0
2,0,0,0,27,3,2,0,1,0
1,0,0,0,27,2,2,0,1,0
0,0,14,7,27,1,2,1,0,0
6,0,0,14,28,26,1,0,1,0
5,0,0,14,28,25,1,0,1,0
4,0,0,14,28,24,1,0,1,0
3,0,0,14,28,23,1,0,1,0
2,0,0,14,28,22,1,0,1,0
1,0,0,14,28,21,1,0,1,0
0,0,0,14,28,20,1,1,0,0
13,0,0,0,6,27,20,0,1,0
12,0,0,0,9,26,20,0,1,0
11,0,0,0,9,25,20,0,1,0
10,0,0,0,9,24,20,0,1,0
9,0,0,0,9,23,20,0,1,0
8,0,0,0,9,22,20,0,1,0
7,0,0,0,9,21,20,0,1,0
7,0,0,0,9,21,20,0,1,0
6,0,0,0,9,20,20,0,1,0
5,0,0,0,9,19,20,0,1,0
4,0,0,0,9,18,20,0,1,0
3,0,0,0,9,17,20,0,1,0
2,0,0,0,9,16,20,0,1,0
1,0,0,0,9,15,20,0,1,0
3,20,0,0,9,14,20,0,1,0
2,20,0,0,9,13,20,0,1,0
1,20,0,0,9,12,20,0,1,0
0,20,0,0,9,11,20,0,0,1
19,0,0,0,11,19,18,0,1,0
18,0,0,0,11,18,18,0,1,0
17,0,0,0,11,17,18,0,1,0
16,0,0,0,11,16,18,0,1,0
15,0,0,0,11,15,18,0,1,0
14,0,0,0,11,14,18,0,1,0
13,0,0,0,11,13,18,0,1,0
12,0,0,0,11,12,18,0,1,0
11,0,0,0,11,11,18,0,1,0
10,0,0,0,11,10,18,0,1,0
9,0,0,0,11,9,18,0,1,0
8,0,0,0,11,8,18,0,1,0
7,0,0,0,11,7,18,0,1,0
6,0,0,0,11,6,18,0,1,0
5,0,0,0,11,5,18,0,1,0
4,0,0,0,11,4,18,0,1,0
3,0,0,0,11,3,18,0,1,0
2,0,0,0,11,2,18,0,1,0
1,0,0,0,11,1,18,0,1,0
0,0,29,9,11,0,18,1,0,0
8,0,0,29,29,10,0,0,1,0
